"customer_id","revenue_sum","month_year"
"4dea382d82","6235.72","2023-10"
"4dea382d82","2000.00","2023-11"
"4dea382d82","3120.00","2023-12"
"4ded8416ed","656.00","2023-05"
"4ded8416ed","396.00","2023-06"
"4df65966fb","2917.52","2021-10"
"4df65966fb","768.00","2021-11"
"4df65966fb","6215.16","2021-12"
"4df65966fb","1708.00","2022-01"
"4df65966fb","3036.00","2022-02"
"4df65966fb","1001.12","2022-03"
"4df65966fb","3836.00","2022-04"
"4df65966fb","1668.00","2022-05"
"4df65966fb","1121.12","2022-07"
"4df65966fb","2676.00","2022-08"
"4df65966fb","1001.12","2022-09"
"4df65966fb","768.00","2022-10"
"4df65966fb","2708.00","2023-01"
"4df65966fb","1308.00","2023-02"
"4df65966fb","1908.00","2023-03"
"4df65966fb","700.00","2023-05"
"4df65966fb","1280.00","2023-06"
"4df65966fb","768.00","2023-07"
"4df65966fb","1655.12","2023-09"
"4df65966fb","1640.00","2023-10"
"4df65966fb","2480.00","2023-12"
"4e07acf4e7","540.00","2022-07"
"4e07acf4e7","7200.00","2023-04"
"4e0c20e3a2","2740.00","2022-06"
"4e16ad2082","1356.32","2023-04"
"4e16ad2082","1600.00","2023-05"
"4e2ecebbfa","3364.00","2021-01"
"4e2ecebbfa","911.00","2021-02"
"4e2ecebbfa","720.00","2021-03"
"4e2ecebbfa","4316.00","2021-04"
"4e2ecebbfa","18160.00","2021-05"
"4e2ecebbfa","2100.00","2021-06"
"4e2ecebbfa","3960.00","2021-07"
"4e2ecebbfa","2540.00","2021-08"
"4e2ecebbfa","1371.00","2021-09"
"4e2ecebbfa","2564.88","2021-11"
"4e2ecebbfa","1982.44","2021-12"
"4e2ecebbfa","3478.44","2022-01"
"4e2ecebbfa","3580.00","2022-02"
"4e2ecebbfa","1160.00","2022-03"
"4e2ecebbfa","822.44","2022-05"
"4e2ecebbfa","380.00","2022-06"
"4e2ecebbfa","1240.00","2022-07"
"4e2ecebbfa","380.00","2022-09"
"4e2ecebbfa","582.44","2022-10"
"4e2ecebbfa","490.88","2022-11"
"4e2ecebbfa","430.00","2023-01"
"4e2ecebbfa","896.00","2023-02"
"4e2ecebbfa","380.00","2023-03"
"4e2ecebbfa","380.00","2023-04"
"4e2ecebbfa","2514.00","2023-05"
"4e2ecebbfa","2070.00","2023-06"
"4e2ecebbfa","1174.00","2023-07"
"4e2ecebbfa","1780.00","2023-08"
"4e2ecebbfa","860.00","2023-09"
"4e2ecebbfa","1051.00","2023-11"
"4e2ecebbfa","1249.80","2023-12"
"4e3c6961bb","14949.48","2021-04"
"4e3c6961bb","18131.00","2021-05"
"4e3c6961bb","35500.00","2021-06"
"4e3c6961bb","20986.56","2021-07"
"4e3c6961bb","22528.00","2021-08"
"4e3c6961bb","23596.00","2021-09"
"4e3c6961bb","15101.80","2021-10"
"4e3c6961bb","8541.32","2021-11"
"4e3c6961bb","15728.00","2021-12"
"4e3c6961bb","13682.76","2022-01"
"4e3c6961bb","19477.52","2022-02"
"4e3c6961bb","18393.32","2022-03"
"4e3c6961bb","3712.80","2022-04"
"4e3c6961bb","16007.92","2022-05"
"4e3c6961bb","1763.60","2022-06"
"4e3c6961bb","7661.84","2022-07"
"4e3c6961bb","8872.52","2022-08"
"4e3c6961bb","1440.00","2022-09"
"4e55139e01","850.00","2021-05"
"4e55139e01","820.00","2021-10"
"4e76e009be","380.00","2022-06"
"4e76e009be","2020.00","2022-07"
"4e76e009be","6820.00","2022-08"
"4e76e009be","8680.00","2022-09"
"4e76e009be","12400.00","2022-10"
"4e76e009be","4580.00","2022-11"
"4e76e009be","5580.00","2022-12"
"4e76e009be","16740.00","2023-01"
"4e76e009be","11920.00","2023-02"
"4e76e009be","3100.00","2023-03"
"4e76e009be","720.00","2023-04"
"4e76e009be","4200.00","2023-05"
"4e76e009be","2340.00","2023-06"
"4e76e009be","2235.80","2023-07"
"4e76e009be","7440.00","2023-08"
"4e76e009be","4571.80","2023-09"
"4e76e009be","4340.00","2023-10"
"4e76e009be","3720.00","2023-11"
"4e76e009be","620.00","2023-12"
"4edaddc66f","100.00","2021-04"
"4edbc56a49","580.00","2022-02"
"4ef11f19a9","21938.00","2021-01"
"4ef11f19a9","54682.40","2021-02"
"4ef11f19a9","43773.20","2021-03"
"4ef11f19a9","36708.00","2021-04"
"4ef11f19a9","600.00","2021-05"
"4ef11f19a9","33144.04","2021-06"
"4ef11f19a9","38584.00","2021-07"
"4ef11f19a9","49736.88","2021-08"
"4ef11f19a9","50446.44","2021-09"
"4ef11f19a9","19691.76","2021-10"
"4ef11f19a9","32652.40","2021-11"
"4ef11f19a9","43260.00","2021-12"
"4ef11f19a9","32838.20","2022-01"
"4ef11f19a9","18816.00","2022-02"
"4ef11f19a9","21046.00","2022-03"
"4ef11f19a9","46690.00","2022-04"
"4ef11f19a9","49733.00","2022-05"
"4ef11f19a9","44135.48","2022-06"
"4ef11f19a9","32870.04","2022-07"
"4ef11f19a9","30312.60","2022-08"
"4ef11f19a9","16363.04","2022-09"
"4ef11f19a9","18369.72","2022-10"
"4ef11f19a9","7168.00","2022-11"
"4ef11f19a9","816.00","2022-12"
"4ef11f19a9","2852.00","2023-01"
"4ef11f19a9","756.00","2023-02"
"4ef11f19a9","3012.00","2023-03"
"4ef11f19a9","36.00","2023-05"
"4ef11f19a9","2132.00","2023-07"
"4ef11f19a9","11481.80","2023-10"
"4ef11f19a9","19567.56","2023-11"
"4ef1477dc9","5879.60","2021-01"
"4ef1477dc9","860.00","2021-02"
"4ef1477dc9","3729.04","2021-03"
"4ef1477dc9","4603.84","2021-04"
"4ef1477dc9","760.00","2021-05"
"4ef1477dc9","1011.92","2021-06"
"4eff062b51","1400.00","2023-06"
"4f05d4821f","580.00","2021-02"
"4f05d4821f","3953.04","2021-05"
"4f05d4821f","1520.00","2021-06"
"4f05d4821f","2408.00","2021-07"
"4f05d4821f","808.00","2021-08"
"4f05d4821f","1540.00","2021-09"
"4f05d4821f","1800.00","2021-10"
"4f05d4821f","3675.92","2021-11"
"4f05d4821f","1911.92","2022-01"
"4f05d4821f","2199.80","2022-02"
"4f05d4821f","2320.00","2022-03"
"4f05d4821f","771.80","2022-05"
"4f05d4821f","3276.00","2022-06"
"4f05d4821f","3190.88","2022-07"
"4f05d4821f","3545.12","2022-08"
"4f05d4821f","360.00","2022-09"
"4f05d4821f","828.00","2022-10"
"4f05d4821f","828.00","2023-08"
"4f05d4821f","828.00","2023-09"
"4f05d4821f","840.00","2023-10"
"4f14f9f2ef","1320.00","2022-04"
"4f14f9f2ef","7296.00","2022-05"
"4f14f9f2ef","816.00","2022-08"
"4f14f9f2ef","816.00","2022-11"
"4f14f9f2ef","1280.00","2023-05"
"4f14f9f2ef","1160.00","2023-06"
"4f14f9f2ef","5696.00","2023-07"
"4f14f9f2ef","3792.00","2023-08"
"4f14f9f2ef","1480.00","2023-09"
"4f14f9f2ef","1192.00","2023-10"
"4f164cf233","7051.44","2021-01"
"4f164cf233","3640.00","2021-02"
"4f164cf233","8731.64","2021-03"
"4f164cf233","8403.76","2021-04"
"4f164cf233","3751.84","2021-05"
"4f164cf233","7283.64","2021-06"
"4f164cf233","6383.84","2021-07"
"4f164cf233","4578.96","2021-08"
"4f164cf233","3435.44","2021-09"
"4f164cf233","5187.36","2021-10"
"4f164cf233","3603.84","2021-11"
"4f164cf233","3227.36","2021-12"
"4f164cf233","3435.44","2022-01"
"4f164cf233","5953.36","2022-02"
"4f164cf233","3248.00","2022-03"
"4f164cf233","7073.76","2022-04"
"4f164cf233","6142.24","2022-05"
"4f164cf233","10094.64","2022-06"
"4f164cf233","2783.52","2022-07"
"4f164cf233","1101.12","2022-08"
"4f164cf233","3266.64","2022-09"
"4f164cf233","3209.12","2022-10"
"4f164cf233","1500.00","2022-11"
"4f164cf233","740.00","2022-12"
"4f164cf233","2696.44","2023-01"
"4f164cf233","5103.36","2023-02"
"4f164cf233","5502.88","2023-03"
"4f164cf233","1283.52","2023-04"
"4f164cf233","1868.00","2023-05"
"4f164cf233","6238.96","2023-06"
"4f164cf233","3663.52","2023-07"
"4f164cf233","1000.00","2023-08"
"4f164cf233","4652.32","2023-09"
"4f164cf233","3208.00","2023-10"
"4f164cf233","2411.12","2023-11"
"4f164cf233","3480.00","2023-12"
"4f18f99fa9","800.00","2023-02"
"4f2630d773","1100.00","2021-09"
"4f2630d773","9953.84","2021-10"
"4f2630d773","29689.08","2021-11"
"4f2630d773","28586.72","2021-12"
"4f2630d773","20619.60","2022-01"
"4f2630d773","18655.44","2022-02"
"4f2630d773","23270.08","2022-03"
"4f2630d773","18056.00","2022-04"
"4f2630d773","13875.36","2022-05"
"4f2630d773","14194.72","2022-06"
"4f2630d773","12404.12","2022-07"
"4f2630d773","15194.20","2022-08"
"4f2630d773","21376.24","2022-09"
"4f2630d773","8376.00","2022-10"
"4f2630d773","15591.24","2022-11"
"4f2630d773","13430.24","2022-12"
"4f2630d773","18397.64","2023-01"
"4f2630d773","18947.36","2023-02"
"4f2630d773","16482.32","2023-03"
"4f2630d773","15753.60","2023-04"
"4f2630d773","32861.52","2023-05"
"4f2630d773","22665.04","2023-06"
"4f2630d773","12837.20","2023-07"
"4f2630d773","26787.20","2023-08"
"4f2630d773","13780.32","2023-09"
"4f2630d773","14039.04","2023-10"
"4f2630d773","9481.36","2023-11"
"4f2630d773","9894.96","2023-12"
"4f30b7ac5b","5003.40","2022-09"
"4f63cd82c8","777.60","2022-12"
"4f63cd82c8","0.00","2023-02"
"4f63cd82c8","766.08","2023-04"
"4f63cd82c8","1064.00","2023-05"
"4f63cd82c8","851.20","2023-06"
"4f63cd82c8","425.60","2023-07"
"4f63cd82c8","638.40","2023-08"
"4f63cd82c8","1489.60","2023-09"
"4f68a65d81","700.00","2021-12"
"4f68a65d81","580.00","2022-01"
"4f68a65d81","300.00","2022-03"
"4f68a65d81","300.00","2022-07"
"4f68a65d81","260.00","2022-08"
"4f68a65d81","600.00","2022-09"
"4f68a65d81","300.00","2023-02"
"4f736404ba","416.00","2022-09"
"4f81e18035","3139.40","2021-01"
"4f81e18035","1744.00","2021-02"
"4f81e18035","3316.00","2021-03"
"4f81e18035","3200.00","2021-04"
"4f81e18035","1926.00","2021-05"
"4f81e18035","3537.28","2021-06"
"4f81e18035","6411.92","2021-07"
"4f81e18035","4548.00","2021-08"
"4f81e18035","5236.00","2021-09"
"4f81e18035","4780.00","2021-10"
"4f81e18035","920.00","2021-12"
"4f81e18035","6031.72","2022-01"
"4f81e18035","6086.60","2022-02"
"4f81e18035","6905.52","2022-03"
"4f81e18035","3948.00","2022-04"
"4f81e18035","6113.52","2022-05"
"4f81e18035","11670.00","2022-06"
"4f81e18035","1780.00","2022-07"
"4f81e18035","5180.00","2022-08"
"4f81e18035","3828.00","2022-09"
"4f81e18035","2360.00","2022-10"
"4f81e18035","4981.12","2022-11"
"4f81e18035","380.00","2022-12"
"4f81e18035","760.00","2023-02"
"4f81e18035","2631.80","2023-03"
"4f81e18035","13509.92","2023-04"
"4f81e18035","5034.84","2023-05"
"4f81e18035","3940.00","2023-06"
"4f81e18035","4582.00","2023-07"
"4f81e18035","380.00","2023-09"
"4f81e18035","380.00","2023-10"
"4f81e18035","14049.44","2023-11"
"4f81e18035","3395.12","2023-12"
"4f8253021d","5287.92","2021-09"
"4f8253021d","14157.28","2021-10"
"4f8253021d","6379.92","2021-11"
"4f8253021d","8783.84","2021-12"
"4fbe073f17","4180.00","2021-01"
"4fbe073f17","4494.00","2021-02"
"4fbe073f17","4154.00","2021-03"
"4fbe073f17","6608.00","2021-04"
"4fbe073f17","3600.00","2021-05"
"4fbe073f17","5282.00","2021-06"
"4fbe073f17","4220.00","2021-07"
"4fbe073f17","4694.00","2021-08"
"4fbe073f17","5780.00","2021-09"
"4fbe073f17","2480.00","2021-10"
"4fbe073f17","3145.40","2021-11"
"4fbe073f17","3410.80","2021-12"
"4fbe073f17","3180.00","2022-01"
"4fbe073f17","6260.00","2022-02"
"4fbe073f17","4860.00","2022-03"
"4fbe073f17","6262.44","2022-04"
"4fbe073f17","2880.00","2022-05"
"4fbe073f17","11942.44","2022-06"
"4fbe073f17","28957.64","2022-07"
"4fbe073f17","5022.44","2022-08"
"4fbe073f17","4776.00","2022-09"
"4fbe073f17","4990.80","2022-10"
"4fbe073f17","2880.00","2022-11"
"4fbe073f17","3820.00","2022-12"
"4fbe073f17","2920.00","2023-01"
"4fbe073f17","3700.00","2023-02"
"4fbe073f17","3830.80","2023-03"
"4fbe073f17","4486.80","2023-04"
"4fbe073f17","2128.00","2023-05"
"4fbe073f17","3471.00","2023-06"
"4fbe073f17","3790.80","2023-07"
"4fbe073f17","1343.00","2023-08"
"4fbe073f17","2268.00","2023-09"
"4fbe073f17","3680.00","2023-10"
"4fbe073f17","2480.00","2023-11"
"4fbe073f17","1752.00","2023-12"
"4fc28b7093","3158.00","2021-07"
"4fc28b7093","861.76","2021-08"
"4fc28b7093","1241.76","2021-09"
"4fc28b7093","2038.88","2021-10"
"4fc28b7093","1070.88","2021-11"
"4fc28b7093","1774.00","2021-12"
"4fc28b7093","1700.64","2022-01"
"4fc28b7093","500.00","2022-02"
"4fc28b7093","2361.76","2022-03"
"4fc28b7093","4063.52","2022-04"
"4fc28b7093","960.00","2022-05"
"4fc28b7093","6471.44","2022-06"
"4fc28b7093","4523.52","2022-07"
"4fc28b7093","14776.00","2022-08"
"4fc28b7093","790.88","2022-09"
"4fc28b7093","910.88","2022-10"
"4fc28b7093","620.00","2022-11"
"4fc28b7093","1921.76","2022-12"
"4fc28b7093","2150.88","2023-01"
"4fc28b7093","340.00","2023-02"
"4fc28b7093","1460.00","2023-03"
"4fc28b7093","1520.00","2023-04"
"4fc28b7093","3750.08","2023-05"
"4fc28b7093","2067.76","2023-06"
"4fc28b7093","1581.76","2023-07"
"4fc28b7093","340.00","2023-08"
"4fc28b7093","1320.00","2023-09"
"4fc28b7093","1020.00","2023-10"
"4fc28b7093","398.00","2023-11"
"4fc28b7093","1120.00","2023-12"
"4fc5fc5f28","1840.00","2023-09"
"4fd0f6c007","896.00","2022-08"
"4fd0f6c007","7126.00","2022-09"
"4fd0f6c007","7826.88","2022-10"
"4fd0f6c007","6162.32","2022-11"
"4fd0f6c007","10856.84","2022-12"
"4fd0f6c007","800.00","2023-01"
"4fd23e9b9d","740.00","2022-07"
"4fd23e9b9d","540.00","2022-08"
"4fd23e9b9d","2600.00","2023-05"
"4fd23e9b9d","260.00","2023-07"
"4fd23e9b9d","540.00","2023-08"
"4fd23e9b9d","1288.00","2023-09"
"4fe5149039","19356.00","2021-01"
"4fe5149039","22908.80","2021-02"
"4fe5149039","28343.80","2021-03"
"4fe5149039","32444.00","2021-04"
"4fe5149039","42471.56","2021-05"
"4fe5149039","31568.00","2021-06"
"4fe5149039","42342.00","2021-07"
"4fe5149039","31554.40","2021-08"
"4fe5149039","32802.60","2021-09"
"4fe5149039","34618.20","2021-10"
"4fe5149039","30437.76","2021-11"
"4fe5149039","23494.00","2021-12"
"4fe5149039","40002.40","2022-01"
"4fe5149039","34986.00","2022-02"
"4fe5149039","35754.60","2022-03"
"4fe5149039","25841.20","2022-04"
"4fe5149039","37804.60","2022-05"
"4fe5149039","36410.20","2022-06"
"4fe5149039","29483.20","2022-07"
"4fe5149039","20528.00","2022-08"
"4fe5149039","21034.00","2022-09"
"4fe5149039","23935.40","2022-10"
"4fe5149039","10128.68","2022-11"
"4fe5149039","17116.00","2022-12"
"4fe5149039","19667.40","2023-01"
"4fe5149039","10364.52","2023-02"
"4fe5149039","40939.20","2023-03"
"4fe5149039","20586.36","2023-04"
"4fe5149039","28512.56","2023-05"
"4fe5149039","24278.88","2023-06"
"4fe5149039","34882.88","2023-07"
"4fe5149039","23654.60","2023-08"
"4fe5149039","30500.48","2023-09"
"4fe5149039","30118.32","2023-10"
"4fe5149039","23423.60","2023-11"
"4fe5149039","5855.80","2023-12"
"4ff66daa99","700.00","2021-12"
"4ff66daa99","1480.00","2022-01"
"4ffbd5c822","540.00","2021-02"
"500dfffcb8","420.00","2021-01"
"500dfffcb8","8980.00","2021-02"
"500dfffcb8","8201.04","2021-03"
"500dfffcb8","3577.20","2021-05"
"500dfffcb8","2424.00","2021-06"
"500dfffcb8","3664.00","2021-07"
"500dfffcb8","7894.44","2021-08"
"500dfffcb8","3600.00","2021-09"
"500dfffcb8","5229.04","2021-10"
"500dfffcb8","3840.00","2021-11"
"500dfffcb8","280.00","2021-12"
"500dfffcb8","6420.00","2022-01"
"500dfffcb8","4816.00","2022-02"
"500dfffcb8","4373.52","2022-03"
"500dfffcb8","4164.00","2022-04"
"500dfffcb8","13679.60","2022-05"
"500dfffcb8","800.00","2022-06"
"500dfffcb8","1050.00","2022-07"
"500dfffcb8","7224.00","2022-08"
"500dfffcb8","6663.72","2022-09"
"500dfffcb8","420.00","2022-10"
"500dfffcb8","200.00","2022-11"
"500dfffcb8","1040.00","2023-01"
"500dfffcb8","500.00","2023-02"
"500dfffcb8","1100.00","2023-03"
"500dfffcb8","4458.00","2023-04"
"500dfffcb8","14113.32","2023-05"
"500dfffcb8","6276.00","2023-06"
"500dfffcb8","5816.00","2023-07"
"500dfffcb8","1108.00","2023-08"
"500dfffcb8","1100.00","2023-09"
"500dfffcb8","1340.00","2023-10"
"500dfffcb8","900.00","2023-12"
"500eb2f1d7","6601.88","2021-04"
"500eb2f1d7","13177.16","2021-05"
"500eb2f1d7","4376.76","2021-06"
"500eb2f1d7","1730.88","2021-07"
"500eb2f1d7","988.00","2021-08"
"500eb2f1d7","1076.00","2021-09"
"500eb2f1d7","3218.00","2021-10"
"500eb2f1d7","1448.00","2021-11"
"500eb2f1d7","3710.00","2021-12"
"500eb2f1d7","296.00","2022-01"
"500eb2f1d7","1148.00","2022-02"
"500eb2f1d7","416.00","2022-10"
"500eb2f1d7","2408.00","2023-04"
"500eb2f1d7","800.00","2023-05"
"500eb2f1d7","700.00","2023-06"
"500eb2f1d7","400.00","2023-07"
"500eb2f1d7","1000.00","2023-08"
"500eb2f1d7","400.00","2023-09"
"500eb2f1d7","700.00","2023-10"
"501776beb3","2120.00","2021-04"
"501776beb3","13485.36","2021-05"
"501776beb3","4082.84","2021-06"
"501776beb3","3180.00","2021-08"
"501776beb3","600.00","2023-06"
"501776beb3","600.00","2023-08"
"501776beb3","7120.12","2023-10"
"501776beb3","11770.24","2023-11"
"501776beb3","9740.00","2023-12"
"50218f83a4","1140.00","2023-09"
"50218f83a4","3409.44","2023-10"
"50218f83a4","1360.00","2023-11"
"502cbcfede","100.00","2021-10"
"5030f1c110","880.00","2021-10"
"5034a5d62f","19593.32","2021-01"
"5034a5d62f","26539.28","2021-02"
"5034a5d62f","40897.84","2021-03"
"5034a5d62f","25440.84","2021-04"
"5034a5d62f","29643.76","2021-05"
"5034a5d62f","44990.96","2021-06"
"5034a5d62f","14066.00","2021-07"
"5034a5d62f","28190.08","2021-08"
"5034a5d62f","11128.00","2021-09"
"5034a5d62f","22935.80","2021-10"
"5034a5d62f","27428.00","2021-11"
"5034a5d62f","18410.96","2021-12"
"5034a5d62f","19479.60","2022-01"
"5034a5d62f","10900.00","2022-02"
"5034a5d62f","27004.44","2022-03"
"5034a5d62f","35670.04","2022-04"
"5034a5d62f","18328.24","2022-05"
"5034a5d62f","30318.28","2022-06"
"5034a5d62f","13375.72","2022-07"
"5034a5d62f","9411.80","2022-08"
"5034a5d62f","42670.00","2022-09"
"5034a5d62f","7827.92","2022-10"
"5034a5d62f","14073.76","2022-11"
"5034a5d62f","6835.80","2022-12"
"5034a5d62f","3556.00","2023-01"
"5034a5d62f","25934.04","2023-02"
"5034a5d62f","28199.16","2023-03"
"5034a5d62f","14970.68","2023-04"
"5034a5d62f","19475.28","2023-05"
"5034a5d62f","21546.32","2023-06"
"5034a5d62f","9157.60","2023-07"
"5034a5d62f","19467.80","2023-08"
"5034a5d62f","19370.52","2023-09"
"5034a5d62f","12726.72","2023-10"
"5034a5d62f","10235.40","2023-11"
"5034a5d62f","18456.00","2023-12"
"503dc7e5b0","1036.00","2021-10"
"503dc7e5b0","680.00","2021-11"
"503dc7e5b0","2000.00","2021-12"
"503dc7e5b0","5051.72","2022-03"
"503dc7e5b0","11471.72","2022-04"
"503dc7e5b0","13858.24","2022-05"
"503dc7e5b0","6523.72","2022-06"
"503dc7e5b0","7010.00","2022-07"
"503dc7e5b0","9052.00","2022-08"
"503dc7e5b0","10824.00","2022-09"
"503dc7e5b0","8159.92","2022-10"
"503dc7e5b0","2928.00","2022-11"
"503dc7e5b0","4758.60","2022-12"
"503dc7e5b0","11292.60","2023-01"
"503dc7e5b0","7635.92","2023-02"
"503dc7e5b0","16658.00","2023-03"
"503dc7e5b0","10150.00","2023-04"
"503dc7e5b0","11328.00","2023-05"
"503dc7e5b0","12586.96","2023-06"
"503dc7e5b0","9013.20","2023-07"
"503dc7e5b0","9450.60","2023-08"
"503dc7e5b0","12142.92","2023-09"
"503dc7e5b0","9442.60","2023-10"
"503dc7e5b0","6416.00","2023-11"
"503dc7e5b0","6545.12","2023-12"
"5045e9b005","1443.80","2022-12"
"5045e9b005","1791.80","2023-05"
"5045e9b005","1451.80","2023-06"
"5045e9b005","340.00","2023-10"
"5045e9b005","340.00","2023-11"
"5045e9b005","340.00","2023-12"
"506a1b2bc3","4489.92","2021-10"
"50adecfc74","2460.00","2021-01"
"50adecfc74","4240.00","2021-02"
"50adecfc74","1580.00","2021-03"
"50adecfc74","2900.00","2021-04"
"50adecfc74","4128.00","2021-05"
"50adecfc74","4283.84","2021-06"
"50adecfc74","7820.00","2021-07"
"50adecfc74","10408.00","2021-08"
"50adecfc74","4368.00","2021-09"
"50adecfc74","2040.00","2021-11"
"50adecfc74","3231.92","2021-12"
"50adecfc74","1571.72","2022-01"
"50adecfc74","660.00","2022-02"
"50adecfc74","1100.00","2022-03"
"50adecfc74","1608.00","2022-04"
"50adecfc74","720.00","2022-05"
"50adecfc74","1480.00","2022-07"
"50c57f7019","2984.00","2021-01"
"50c57f7019","400.00","2021-03"
"50cf0763d8","4920.00","2021-01"
"50cf0fe63e","58571.52","2021-01"
"50cf0fe63e","54615.12","2021-02"
"50cf0fe63e","54923.60","2021-03"
"50cf0fe63e","79494.12","2021-04"
"50cf0fe63e","61389.04","2021-05"
"50cf0fe63e","80845.00","2021-06"
"50cf0fe63e","66506.00","2021-07"
"50cf0fe63e","60691.00","2021-08"
"50cf0fe63e","62928.00","2021-09"
"50cf0fe63e","53362.00","2021-10"
"50cf0fe63e","54045.00","2021-11"
"50cf0fe63e","47209.00","2021-12"
"50cf0fe63e","51753.44","2022-01"
"50cf0fe63e","47637.00","2022-02"
"50cf0fe63e","58054.00","2022-03"
"50cf0fe63e","58834.00","2022-04"
"50cf0fe63e","46564.00","2022-05"
"50cf0fe63e","53729.00","2022-06"
"50cf0fe63e","46166.00","2022-07"
"50cf0fe63e","50903.00","2022-08"
"50cf0fe63e","44439.00","2022-09"
"50cf0fe63e","25770.44","2022-10"
"50cf0fe63e","24310.00","2022-11"
"50cf0fe63e","28330.00","2022-12"
"50cf0fe63e","27308.00","2023-01"
"50cf0fe63e","32350.00","2023-02"
"50cf0fe63e","33861.00","2023-03"
"50cf0fe63e","22770.00","2023-04"
"50cf0fe63e","34738.00","2023-05"
"50cf0fe63e","33492.00","2023-06"
"50cf0fe63e","23795.00","2023-07"
"50cf0fe63e","28040.00","2023-08"
"50cf0fe63e","20914.00","2023-09"
"50cf0fe63e","20093.00","2023-10"
"50cf0fe63e","20758.00","2023-11"
"50cf0fe63e","15767.00","2023-12"
"50d2d22627","1260.00","2021-01"
"50d2d22627","800.00","2021-02"
"50d2d22627","420.00","2021-03"
"50d2d22627","760.00","2021-04"
"50d2d22627","700.00","2021-05"
"50d2d22627","2692.00","2021-06"
"50d2d22627","1223.72","2021-07"
"50d2d22627","1500.00","2021-08"
"50d2d22627","440.00","2022-01"
"50d2d22627","620.00","2022-03"
"50d2d22627","340.00","2022-04"
"50d2d22627","840.00","2022-09"
"50d2d22627","1252.00","2023-10"
"50d2d22627","2256.00","2023-11"
"50d2d22627","2828.00","2023-12"
"50f3f8c42b","6620.00","2021-01"
"50f3f8c42b","9354.00","2021-02"
"50f3f8c42b","26497.04","2021-03"
"50f3f8c42b","13562.00","2021-04"
"50f3f8c42b","11121.00","2021-05"
"50f3f8c42b","18265.04","2021-06"
"50f3f8c42b","13236.00","2021-07"
"50f3f8c42b","15892.00","2021-08"
"50f3f8c42b","10230.00","2021-09"
"50f3f8c42b","9688.00","2021-10"
"50f3f8c42b","10075.92","2021-11"
"50f3f8c42b","17384.00","2021-12"
"50f3f8c42b","12546.80","2022-01"
"50f3f8c42b","10800.00","2022-02"
"50f3f8c42b","24828.00","2022-03"
"50f3f8c42b","12700.00","2022-04"
"50f3f8c42b","11833.12","2022-05"
"50f3f8c42b","23774.00","2022-06"
"50f3f8c42b","5098.00","2022-07"
"50f3f8c42b","10800.00","2022-08"
"50f3f8c42b","7140.00","2022-09"
"50f3f8c42b","7336.00","2022-10"
"50f3f8c42b","5604.00","2022-11"
"50f3f8c42b","6484.00","2022-12"
"50f3f8c42b","6700.00","2023-01"
"50f3f8c42b","8148.00","2023-02"
"50f3f8c42b","10934.64","2023-03"
"50f3f8c42b","6892.00","2023-04"
"50f3f8c42b","10536.00","2023-05"
"50f3f8c42b","10890.32","2023-06"
"50f3f8c42b","9588.00","2023-07"
"50f3f8c42b","12359.00","2023-08"
"50f3f8c42b","10120.00","2023-09"
"50f3f8c42b","13692.00","2023-10"
"50f3f8c42b","6684.00","2023-11"
"50f3f8c42b","7361.04","2023-12"
"510731ac09","390.88","2021-06"
"510731ac09","338.00","2021-07"
"510731ac09","1111.76","2021-08"
"510731ac09","1563.52","2021-09"
"510731ac09","1111.76","2021-10"
"510731ac09","1901.52","2021-11"
"510731ac09","3127.04","2021-12"
"510731ac09","2445.28","2022-01"
"510731ac09","1232.64","2022-02"
"510731ac09","2096.52","2022-03"
"510731ac09","5752.32","2022-04"
"510731ac09","5752.32","2022-05"
"510731ac09","410.88","2022-06"
"510731ac09","1635.64","2022-07"
"510731ac09","3337.04","2022-10"
"510731ac09","3226.16","2022-11"
"510731ac09","6452.32","2022-12"
"510731ac09","5641.44","2023-01"
"510731ac09","2876.16","2023-02"
"510731ac09","8717.60","2023-03"
"510731ac09","12922.64","2023-04"
"510731ac09","6502.32","2023-05"
"510731ac09","2923.28","2023-06"
"510731ac09","4819.68","2023-07"
"510731ac09","12038.48","2023-08"
"510731ac09","4108.80","2023-09"
"510731ac09","6044.56","2023-10"
"510731ac09","3965.28","2023-11"
"510731ac09","4941.92","2023-12"
"51128aad83","7360.00","2022-01"
"51128aad83","12947.40","2022-02"
"51128aad83","6800.88","2022-03"
"51128aad83","6472.00","2022-04"
"51128aad83","5312.00","2022-05"
"51128aad83","3056.00","2022-06"
"51128aad83","4543.00","2022-07"
"51128aad83","3432.00","2022-08"
"51128aad83","6752.00","2022-09"
"51128aad83","2978.44","2022-10"
"51128aad83","816.00","2022-11"
"51128aad83","2448.00","2022-12"
"51128aad83","3624.00","2023-01"
"51128aad83","2616.00","2023-02"
"51128aad83","3872.00","2023-03"
"51128aad83","2136.00","2023-04"
"51128aad83","3858.00","2023-08"
"51128aad83","360.00","2023-09"
"51128aad83","1408.00","2023-10"
"512ba6448f","2796.00","2022-05"
"5133aa1d67","10180.00","2021-01"
"5133aa1d67","9460.00","2021-02"
"5133aa1d67","7628.00","2021-03"
"5133aa1d67","4276.00","2021-04"
"5133aa1d67","5116.00","2021-05"
"5133aa1d67","4484.00","2021-06"
"5133aa1d67","660.00","2021-07"
"5133aa1d67","3820.00","2021-08"
"5133aa1d67","3994.88","2021-09"
