invoice_id,invoice_date,revenue,customer_id,order_id,product_line_id,order_state_id,sales_territory_id,sales_territory,state_abbrv,state_name,year_month_eng,quarter_year,year_month
2792,12/9/2022,47.5,12230,2237323,1,21,1,Northeast,WV,West Virginia,22-Dec,Q4-2022,2022-12
2204,12/9/2022,441,8118,2021384,1,13,1,Northeast,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2850,12/9/2022,200,12158,2250789,1,40,1,Northeast,VT,Vermont,22-Dec,Q4-2022,2022-12
2188,12/9/2022,270,1642212,2022931,1,6,2,Midwest,GA,Georgia,22-Dec,Q4-2022,2022-12
3216,12/9/2022,170,1186138,2375535,1,40,2,Midwest,VT,Vermont,22-Dec,Q4-2022,2022-12
3182,12/9/2022,45,11936,2374056,1,48,3,South,WA,Washington,22-Dec,Q4-2022,2022-12
2462,12/9/2022,50,1998300,2129782,1,3,2,Midwest,LA,Louisiana,22-Dec,Q4-2022,2022-12
3172,12/9/2022,42.5,23578,2372944,1,48,4,West,WA,Washington,22-Dec,Q4-2022,2022-12
3140,12/9/2022,47.5,2068,2361556,1,38,3,South,OR,Oregon,22-Dec,Q4-2022,2022-12
2314,12/9/2022,80,2070,2082079,1,33,2,Midwest,NY,New York,22-Dec,Q4-2022,2022-12
2394,12/9/2022,45,23082,2108699,1,48,4,West,WA,Washington,22-Dec,Q4-2022,2022-12
2558,12/9/2022,67,7156,2158972,1,18,2,Midwest,KY,Kentucky,22-Dec,Q4-2022,2022-12
2324,12/9/2022,50,23010,2081990,1,12,2,Midwest,NC,North Carolina,22-Dec,Q4-2022,2022-12
2594,12/9/2022,45,22972,2173139,1,24,1,Northeast,OH,Ohio,22-Dec,Q4-2022,2022-12
2918,12/9/2022,49.5,499656,2262634,1,48,3,South,WA,Washington,22-Dec,Q4-2022,2022-12
3138,12/9/2022,200,11960,2347258,1,21,4,West,WV,West Virginia,22-Dec,Q4-2022,2022-12
2654,12/9/2022,42.5,866414,2198152,1,27,4,West,NV,Nevada,22-Dec,Q4-2022,2022-12
3196,12/9/2022,44.5,2790052,2382379,1,35,3,South,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2516,12/9/2022,44.5,8810,2154891,1,24,3,South,OH,Ohio,22-Dec,Q4-2022,2022-12
2450,12/9/2022,42.5,59856,2130170,1,12,2,Midwest,NC,North Carolina,22-Dec,Q4-2022,2022-12
2530,12/9/2022,268,2243952,2148760,1,32,4,West,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
3090,12/9/2022,45,7222,2341728,1,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2208,12/9/2022,200,10116,2039943,1,46,4,West,ME,Maine,22-Dec,Q4-2022,2022-12
2762,12/9/2022,55,23226,2222426,1,44,2,Midwest,SD,South Dakota,22-Dec,Q4-2022,2022-12
3086,12/9/2022,49.5,2583456,2339698,1,29,2,Midwest,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2550,12/9/2022,45,23020,2158515,1,43,4,West,WY,Wyoming,22-Dec,Q4-2022,2022-12
2446,12/9/2022,170,10678,2127482,1,5,2,Midwest,SC,South Carolina,22-Dec,Q4-2022,2022-12
2908,12/9/2022,378,59888,2215763,1,8,1,Northeast,AL,Alabama,22-Dec,Q4-2022,2022-12
2156,12/9/2022,190,8346,2013128,1,32,4,West,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2460,12/9/2022,49.5,2064,2131737,1,5,3,South,SC,South Carolina,22-Dec,Q4-2022,2022-12
2486,12/9/2022,37.5,12350,2143309,1,4,1,Northeast,AR,Arkansas,22-Dec,Q4-2022,2022-12
2668,12/9/2022,49.5,2064,2191854,1,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2486,12/9/2022,45,8940,2140032,1,23,3,South,IL,Illinois,22-Dec,Q4-2022,2022-12
2806,12/9/2022,45,11930,2241309,1,34,1,Northeast,NE,Nebraska,22-Dec,Q4-2022,2022-12
2448,12/9/2022,40,1066730,2122212,1,3,2,Midwest,LA,Louisiana,22-Dec,Q4-2022,2022-12
2330,12/9/2022,47.5,11718,2081456,1,47,3,South,MT,Montana,22-Dec,Q4-2022,2022-12
3184,12/9/2022,42.5,23112,2374127,1,2,1,Northeast,FL,Florida,22-Dec,Q4-2022,2022-12
2576,12/9/2022,45,23168,2169863,1,25,1,Northeast,CA,California,22-Dec,Q4-2022,2022-12
2744,12/9/2022,45,22898,2220005,1,23,1,Northeast,IL,Illinois,22-Dec,Q4-2022,2022-12
3160,12/9/2022,40,2788656,2369238,1,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
2626,12/9/2022,47.5,10552,2190401,1,16,3,South,VA,Virginia,22-Dec,Q4-2022,2022-12
2978,12/9/2022,208,22898,2296677,1,32,1,Northeast,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2646,12/9/2022,50,9832,2185972,1,11,2,Midwest,TN,Tennessee,22-Dec,Q4-2022,2022-12
2358,12/9/2022,42.5,59856,2095309,1,7,2,Midwest,MS,Mississippi,22-Dec,Q4-2022,2022-12
2320,12/9/2022,49.5,2064,2072838,1,28,3,South,IN,Indiana,22-Dec,Q4-2022,2022-12
2462,12/9/2022,42.5,59856,2132615,1,26,2,Midwest,UT,Utah,22-Dec,Q4-2022,2022-12
2338,12/9/2022,45,10552,2082578,1,30,3,South,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2194,12/9/2022,110,2064,2035713,1,14,3,South,AZ,Arizona,22-Dec,Q4-2022,2022-12
3170,12/9/2022,200,11262,2371381,1,29,4,West,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2524,12/9/2022,75,9296,2149097,1,31,3,South,CT,Connecticut,22-Dec,Q4-2022,2022-12
2440,12/9/2022,75,9468,2125663,1,1,2,Midwest,MI,Michigan,22-Dec,Q4-2022,2022-12
2320,12/9/2022,190,2064,2072553,1,14,3,South,AZ,Arizona,22-Dec,Q4-2022,2022-12
2434,12/9/2022,198,23624,2124062,1,36,3,South,IA,Iowa,22-Dec,Q4-2022,2022-12
2332,12/9/2022,50,1998300,2086454,1,30,2,Midwest,RI,Rhode Island,22-Dec,Q4-2022,2022-12
3208,12/9/2022,44.5,1868394,2384672,1,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
2432,12/9/2022,47.5,1322544,2117742,1,26,4,West,UT,Utah,22-Dec,Q4-2022,2022-12
2488,12/9/2022,190,2239318,2126348,1,43,3,South,WY,Wyoming,22-Dec,Q4-2022,2022-12
2940,12/9/2022,62.5,59824,2293527,1,4,2,Midwest,AR,Arkansas,22-Dec,Q4-2022,2022-12
2758,12/9/2022,52.5,1282388,2228999,1,40,3,South,VT,Vermont,22-Dec,Q4-2022,2022-12
2330,12/9/2022,270,8522,2074527,2,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2692,12/9/2022,44.5,2848618,2206179,2,32,4,West,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2444,12/9/2022,67,9988,2115263,2,46,3,South,ME,Maine,22-Dec,Q4-2022,2022-12
2166,12/9/2022,42.5,10830,2027218,2,30,3,South,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2620,12/9/2022,55,23226,2180465,2,24,2,Midwest,OH,Ohio,22-Dec,Q4-2022,2022-12
2688,12/9/2022,630,8064,2212088,2,47,1,Northeast,MT,Montana,22-Dec,Q4-2022,2022-12
2960,12/9/2022,47.5,10426,2301687,2,22,1,Northeast,DE,Delaware,22-Dec,Q4-2022,2022-12
2820,12/9/2022,45,22972,2238699,2,12,1,Northeast,NC,North Carolina,22-Dec,Q4-2022,2022-12
2426,12/9/2022,45,10558,2116971,2,18,2,Midwest,KY,Kentucky,22-Dec,Q4-2022,2022-12
2216,12/9/2022,45,23132,2041943,2,36,4,West,IA,Iowa,22-Dec,Q4-2022,2022-12
2394,12/9/2022,45,10774,2107157,2,28,4,West,IN,Indiana,22-Dec,Q4-2022,2022-12
3120,12/9/2022,47.5,7076,2346162,2,26,3,South,UT,Utah,22-Dec,Q4-2022,2022-12
2822,12/9/2022,441,8444,2252503,2,47,4,West,MT,Montana,22-Dec,Q4-2022,2022-12
2602,12/9/2022,200,22916,2166672,2,15,4,West,MO,Missouri,22-Dec,Q4-2022,2022-12
2736,12/9/2022,40,23338,2224841,2,25,3,South,CA,California,22-Dec,Q4-2022,2022-12
2234,12/9/2022,47.5,23060,2043432,2,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
2640,12/9/2022,47.5,1748028,2181877,2,21,1,Northeast,WV,West Virginia,22-Dec,Q4-2022,2022-12
3052,12/9/2022,35,1007420,2328893,2,9,1,Northeast,NM,New Mexico,22-Dec,Q4-2022,2022-12
2168,12/9/2022,45,1980666,2026552,2,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
2430,12/9/2022,45,22740,2120373,2,12,1,Northeast,NC,North Carolina,22-Dec,Q4-2022,2022-12
2916,12/9/2022,40,23592,2283224,2,28,1,Northeast,IN,Indiana,22-Dec,Q4-2022,2022-12
2832,12/9/2022,50,2056,2253422,2,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2426,12/9/2022,50,23290,2118928,2,5,4,West,SC,South Carolina,22-Dec,Q4-2022,2022-12
2232,12/9/2022,50,2056,2051276,2,2,3,South,FL,Florida,22-Dec,Q4-2022,2022-12
2376,12/9/2022,50,947866,2099054,2,42,4,West,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2428,12/9/2022,100,11954,2123058,2,8,4,West,AL,Alabama,22-Dec,Q4-2022,2022-12
2344,12/9/2022,120,2070,2092300,2,2,2,Midwest,FL,Florida,22-Dec,Q4-2022,2022-12
2260,12/9/2022,45,1120562,2057838,2,2,4,West,FL,Florida,22-Dec,Q4-2022,2022-12
3102,12/9/2022,27.5,2064,2348845,2,32,3,South,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2992,12/9/2022,50,1016658,2304926,2,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2254,12/9/2022,27.5,23222,2057844,2,15,1,Northeast,MO,Missouri,22-Dec,Q4-2022,2022-12
3152,12/9/2022,100,3650598,2364701,2,35,2,Midwest,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2642,12/9/2022,42.5,1584864,2187477,2,42,3,South,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2178,12/9/2022,62.5,59824,2032385,2,6,2,Midwest,GA,Georgia,22-Dec,Q4-2022,2022-12
2292,12/9/2022,190,2064,2058788,2,5,3,South,SC,South Carolina,22-Dec,Q4-2022,2022-12
2616,12/9/2022,630,8064,2188803,2,24,1,Northeast,OH,Ohio,22-Dec,Q4-2022,2022-12
2630,12/9/2022,45,1112938,2175161,2,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
3044,12/9/2022,220,8290,2325703,2,10,2,Midwest,TX,Texas,22-Dec,Q4-2022,2022-12
2478,12/9/2022,32.5,9814,2130909,2,9,2,Midwest,NM,New Mexico,22-Dec,Q4-2022,2022-12
2222,12/9/2022,60,2337936,2046848,2,40,3,South,VT,Vermont,22-Dec,Q4-2022,2022-12
3088,12/9/2022,40,84870,2340328,2,9,1,Northeast,NM,New Mexico,22-Dec,Q4-2022,2022-12
2512,12/9/2022,49.5,23624,2152358,2,42,3,South,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2716,12/9/2022,47.5,7670,2214277,2,15,4,West,MO,Missouri,22-Dec,Q4-2022,2022-12
2404,12/9/2022,270,1186146,2096753,2,41,2,Midwest,ID,Idaho,22-Dec,Q4-2022,2022-12
3102,12/9/2022,75,9296,2344117,2,5,3,South,SC,South Carolina,22-Dec,Q4-2022,2022-12
3110,12/9/2022,55,22916,2343149,2,21,4,West,WV,West Virginia,22-Dec,Q4-2022,2022-12
2782,12/9/2022,47.5,23522,2233333,2,10,4,West,TX,Texas,22-Dec,Q4-2022,2022-12
2592,12/9/2022,42.5,23210,2175308,2,41,4,West,ID,Idaho,22-Dec,Q4-2022,2022-12
2530,12/9/2022,47.5,1564442,2157389,2,7,2,Midwest,MS,Mississippi,22-Dec,Q4-2022,2022-12
2886,12/9/2022,45,22912,2263699,2,14,3,South,AZ,Arizona,22-Dec,Q4-2022,2022-12
2570,12/9/2022,47.5,12186,2166112,2,32,4,West,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2150,12/9/2022,50,1051642,2020787,2,13,1,Northeast,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2396,12/9/2022,45,9138,2091134,2,25,1,Northeast,CA,California,22-Dec,Q4-2022,2022-12
2690,12/9/2022,100,371578,2198374,2,34,3,South,NE,Nebraska,22-Dec,Q4-2022,2022-12
2908,12/9/2022,49.5,2064,2276325,2,37,3,South,NH,New Hampshire,22-Dec,Q4-2022,2022-12
3214,12/9/2022,47.5,784132,2387641,2,10,3,South,TX,Texas,22-Dec,Q4-2022,2022-12
2610,12/9/2022,567,9142,2186831,2,23,4,West,IL,Illinois,22-Dec,Q4-2022,2022-12
2356,12/9/2022,47.5,11860,2083079,2,4,4,West,AR,Arkansas,22-Dec,Q4-2022,2022-12
2692,12/9/2022,27.5,2064,2195357,2,33,3,South,NY,New York,22-Dec,Q4-2022,2022-12
2902,12/9/2022,45,1324964,2276710,2,12,2,Midwest,NC,North Carolina,22-Dec,Q4-2022,2022-12
2826,12/9/2022,40,2119150,2248275,2,6,1,Northeast,GA,Georgia,22-Dec,Q4-2022,2022-12
3224,12/9/2022,50,2056,2391241,2,42,3,South,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2586,12/9/2022,290,7670,2162169,2,44,4,West,SD,South Dakota,22-Dec,Q4-2022,2022-12
2310,12/9/2022,45,10422,2077975,2,33,1,Northeast,NY,New York,22-Dec,Q4-2022,2022-12
2160,12/9/2022,260,9814,2016851,2,32,2,Midwest,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2630,12/9/2022,47.5,2724436,2182054,2,39,1,Northeast,MN,Minnesota,22-Dec,Q4-2022,2022-12
2654,12/9/2022,198,23624,2192246,2,18,3,South,KY,Kentucky,22-Dec,Q4-2022,2022-12
2142,12/9/2022,45,10372,2020954,2,28,3,South,IN,Indiana,22-Dec,Q4-2022,2022-12
2656,12/9/2022,47.5,2068,2191369,2,42,3,South,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2634,12/9/2022,55,12022,2183037,4,14,3,South,AZ,Arizona,22-Dec,Q4-2022,2022-12
2224,12/9/2022,190,8346,2025069,4,16,4,West,VA,Virginia,22-Dec,Q4-2022,2022-12
2734,12/9/2022,42.5,9998,2213637,4,38,4,West,OR,Oregon,22-Dec,Q4-2022,2022-12
2752,12/9/2022,40,10530,2229305,4,28,2,Midwest,IN,Indiana,22-Dec,Q4-2022,2022-12
2278,12/9/2022,42.5,11002,2068390,4,34,2,Midwest,NE,Nebraska,22-Dec,Q4-2022,2022-12
2414,12/9/2022,50,2056,2115756,4,40,3,South,VT,Vermont,22-Dec,Q4-2022,2022-12
2170,12/9/2022,52.5,9660,2031024,4,22,4,West,DE,Delaware,22-Dec,Q4-2022,2022-12
2808,12/9/2022,49.5,2064,2239075,3,17,3,South,KS,Kansas,22-Dec,Q4-2022,2022-12
3112,12/9/2022,47.5,3448488,2350961,3,36,2,Midwest,IA,Iowa,22-Dec,Q4-2022,2022-12
2190,12/9/2022,45,23904,2032337,3,33,1,Northeast,NY,New York,22-Dec,Q4-2022,2022-12
2362,12/9/2022,170,165210,2096455,3,46,3,South,ME,Maine,22-Dec,Q4-2022,2022-12
3136,12/9/2022,45,2308678,2357559,3,3,1,Northeast,LA,Louisiana,22-Dec,Q4-2022,2022-12
3058,12/9/2022,45,716020,2334579,3,4,2,Midwest,AR,Arkansas,22-Dec,Q4-2022,2022-12
2770,12/9/2022,47.5,499668,2223148,3,33,4,West,NY,New York,22-Dec,Q4-2022,2022-12
2848,12/9/2022,200,9592,2248375,3,31,3,South,CT,Connecticut,22-Dec,Q4-2022,2022-12
2354,12/9/2022,110,2064,2078714,3,38,3,South,OR,Oregon,22-Dec,Q4-2022,2022-12
2906,12/9/2022,60,2337936,2277669,3,36,3,South,IA,Iowa,22-Dec,Q4-2022,2022-12
2844,12/9/2022,47.5,11164,2252972,3,14,2,Midwest,AZ,Arizona,22-Dec,Q4-2022,2022-12
3006,12/9/2022,45,22850,2318178,3,44,3,South,SD,South Dakota,22-Dec,Q4-2022,2022-12
2534,12/9/2022,617.4,2588472,2164358,3,13,4,West,OK,Oklahoma,22-Dec,Q4-2022,2022-12
3104,12/9/2022,45,22740,2345136,3,20,1,Northeast,MD,Maryland,22-Dec,Q4-2022,2022-12
3222,12/9/2022,27.5,9628,2391191,3,21,4,West,WV,West Virginia,22-Dec,Q4-2022,2022-12
2646,12/9/2022,49.5,8010,2185823,3,37,4,West,NH,New Hampshire,22-Dec,Q4-2022,2022-12
3024,12/9/2022,52.5,1203360,2311845,3,27,2,Midwest,NV,Nevada,22-Dec,Q4-2022,2022-12
2956,12/9/2022,40,12264,2299909,3,26,4,West,UT,Utah,22-Dec,Q4-2022,2022-12
2804,12/9/2022,37.5,1005618,2244546,3,10,3,South,TX,Texas,22-Dec,Q4-2022,2022-12
2756,12/9/2022,47.5,7844,2222764,3,35,3,South,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2686,12/9/2022,52.5,1282388,2209930,3,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
3078,12/9/2022,47.5,9678,2342001,3,9,4,West,NM,New Mexico,22-Dec,Q4-2022,2022-12
2520,12/9/2022,110,2064,2147304,3,22,3,South,DE,Delaware,22-Dec,Q4-2022,2022-12
2346,12/9/2022,37.5,9486,2077516,3,38,3,South,OR,Oregon,22-Dec,Q4-2022,2022-12
2444,12/9/2022,52.5,1282388,2127150,3,42,3,South,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2182,12/9/2022,310,23904,2020877,3,47,1,Northeast,MT,Montana,22-Dec,Q4-2022,2022-12
2982,12/9/2022,47.5,10014,2307236,3,23,2,Midwest,IL,Illinois,22-Dec,Q4-2022,2022-12
3160,12/9/2022,62.5,2878164,2364626,3,7,3,South,MS,Mississippi,22-Dec,Q4-2022,2022-12
2160,12/9/2022,42.5,59856,2015893,3,2,2,Midwest,FL,Florida,22-Dec,Q4-2022,2022-12
2832,12/9/2022,47,2230878,2254832,3,5,2,Midwest,SC,South Carolina,22-Dec,Q4-2022,2022-12
2620,12/9/2022,42.5,140542,2184010,3,18,4,West,KY,Kentucky,22-Dec,Q4-2022,2022-12
2784,12/9/2022,50,664016,2236391,3,1,1,Northeast,MI,Michigan,22-Dec,Q4-2022,2022-12
2520,12/9/2022,75,9274,2145655,3,47,2,Midwest,MT,Montana,22-Dec,Q4-2022,2022-12
2764,12/9/2022,75,9332,2222673,3,33,3,South,NY,New York,22-Dec,Q4-2022,2022-12
2514,12/9/2022,45,9138,2144109,3,22,1,Northeast,DE,Delaware,22-Dec,Q4-2022,2022-12
2954,12/9/2022,42.5,2896452,2299390,3,11,2,Midwest,TN,Tennessee,22-Dec,Q4-2022,2022-12
2206,12/9/2022,52.5,7634,2025595,3,7,2,Midwest,MS,Mississippi,22-Dec,Q4-2022,2022-12
2796,12/9/2022,37.5,1014784,2243734,3,24,4,West,OH,Ohio,22-Dec,Q4-2022,2022-12
2466,12/9/2022,42.5,76244,2137220,3,25,4,West,CA,California,22-Dec,Q4-2022,2022-12
3192,12/9/2022,45,23526,2378946,3,10,4,West,TX,Texas,22-Dec,Q4-2022,2022-12
2548,12/9/2022,45,10948,2157576,3,37,3,South,NH,New Hampshire,22-Dec,Q4-2022,2022-12
3208,12/9/2022,37.5,9524,2383585,3,21,2,Midwest,WV,West Virginia,22-Dec,Q4-2022,2022-12
2204,12/9/2022,441,2060,2024149,3,27,2,Midwest,NV,Nevada,22-Dec,Q4-2022,2022-12
2748,12/9/2022,45,10380,2227053,3,14,4,West,AZ,Arizona,22-Dec,Q4-2022,2022-12
2260,12/9/2022,45,2583660,2057313,3,4,4,West,AR,Arkansas,22-Dec,Q4-2022,2022-12
2166,12/9/2022,40,23538,2030226,3,14,3,South,AZ,Arizona,22-Dec,Q4-2022,2022-12
2176,12/9/2022,45,9576,2031536,3,15,4,West,MO,Missouri,22-Dec,Q4-2022,2022-12
2328,12/9/2022,378,59888,2088814,3,26,1,Northeast,UT,Utah,22-Dec,Q4-2022,2022-12
2452,12/9/2022,42,2654226,2127361,3,21,3,South,WV,West Virginia,22-Dec,Q4-2022,2022-12
2882,12/9/2022,45,10558,2261843,3,7,2,Midwest,MS,Mississippi,22-Dec,Q4-2022,2022-12
3052,12/9/2022,47.5,11770,2329689,3,9,4,West,NM,New Mexico,22-Dec,Q4-2022,2022-12
2332,12/9/2022,27.5,2064,2077748,3,30,3,South,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2214,12/9/2022,49.5,7988,2043388,3,9,1,Northeast,NM,New Mexico,22-Dec,Q4-2022,2022-12
2328,12/9/2022,220,23904,2077739,3,25,1,Northeast,CA,California,22-Dec,Q4-2022,2022-12
3212,12/9/2022,75,23070,2386721,3,31,4,West,CT,Connecticut,22-Dec,Q4-2022,2022-12
2740,12/9/2022,47.5,7030,2220993,3,26,3,South,UT,Utah,22-Dec,Q4-2022,2022-12
2786,12/9/2022,45,23238,2236466,3,22,2,Midwest,DE,Delaware,22-Dec,Q4-2022,2022-12
2384,12/9/2022,37.5,1002550,2105956,3,45,3,South,ND,North Dakota,22-Dec,Q4-2022,2022-12
3178,12/9/2022,49.5,2064,2368018,3,36,3,South,IA,Iowa,22-Dec,Q4-2022,2022-12
2240,12/9/2022,170,10416,2042689,3,1,3,South,MI,Michigan,22-Dec,Q4-2022,2022-12
2920,12/9/2022,40,716020,2284996,3,31,2,Midwest,CT,Connecticut,22-Dec,Q4-2022,2022-12
2228,12/9/2022,45,9576,2045091,4,45,4,West,ND,North Dakota,22-Dec,Q4-2022,2022-12
2462,12/9/2022,50,2056,2126512,4,7,3,South,MS,Mississippi,22-Dec,Q4-2022,2022-12
2900,12/9/2022,44.5,2842804,2275899,4,34,2,Midwest,NE,Nebraska,22-Dec,Q4-2022,2022-12
3054,12/9/2022,110,2064,2332657,4,44,3,South,SD,South Dakota,22-Dec,Q4-2022,2022-12
2196,12/9/2022,42.5,9504,2034030,4,45,2,Midwest,ND,North Dakota,22-Dec,Q4-2022,2022-12
2790,12/9/2022,37.5,10962,2231159,4,30,3,South,RI,Rhode Island,22-Dec,Q4-2022,2022-12
3134,12/9/2022,220,626264,2347655,4,20,4,West,MD,Maryland,22-Dec,Q4-2022,2022-12
2798,12/9/2022,42.5,7166,2241292,4,13,2,Midwest,OK,Oklahoma,22-Dec,Q4-2022,2022-12
3128,12/9/2022,47.5,11724,2357797,4,33,1,Northeast,NY,New York,22-Dec,Q4-2022,2022-12
3152,12/9/2022,47,2230878,2361203,4,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
3138,12/9/2022,170,1186152,2357697,4,6,1,Northeast,GA,Georgia,22-Dec,Q4-2022,2022-12
2228,12/9/2022,200,8246,2045150,4,21,2,Midwest,WV,West Virginia,22-Dec,Q4-2022,2022-12
2800,12/9/2022,190,2163660,2234182,4,10,1,Northeast,TX,Texas,22-Dec,Q4-2022,2022-12
2676,12/9/2022,45,2922376,2204638,4,2,3,South,FL,Florida,22-Dec,Q4-2022,2022-12
2992,12/9/2022,268,2243952,2302358,4,48,4,West,WA,Washington,22-Dec,Q4-2022,2022-12
2778,12/9/2022,31.5,9812,2219181,4,15,4,West,MO,Missouri,22-Dec,Q4-2022,2022-12
2580,12/9/2022,42.5,8522,2174813,4,39,3,South,MN,Minnesota,22-Dec,Q4-2022,2022-12
2720,12/9/2022,47.5,8418,2209065,4,10,3,South,TX,Texas,22-Dec,Q4-2022,2022-12
2286,12/9/2022,441,8100,2071882,4,7,1,Northeast,MS,Mississippi,22-Dec,Q4-2022,2022-12
2690,12/9/2022,45,22922,2203117,4,12,1,Northeast,NC,North Carolina,22-Dec,Q4-2022,2022-12
2852,12/9/2022,540,2056,2256495,4,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2904,12/9/2022,190,59856,2268435,4,15,2,Midwest,MO,Missouri,22-Dec,Q4-2022,2022-12
2644,12/9/2022,208,10834,2186446,4,8,3,South,AL,Alabama,22-Dec,Q4-2022,2022-12
2298,12/9/2022,190,2064,2067377,4,37,3,South,NH,New Hampshire,22-Dec,Q4-2022,2022-12
2384,12/9/2022,45,9520,2102745,4,8,3,South,AL,Alabama,22-Dec,Q4-2022,2022-12
2334,12/9/2022,50,8566,2083542,4,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2472,12/9/2022,50,9832,2137911,4,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
2298,12/9/2022,32.5,9814,2071361,4,15,2,Midwest,MO,Missouri,22-Dec,Q4-2022,2022-12
2252,12/9/2022,55,7498,2022803,4,47,3,South,MT,Montana,22-Dec,Q4-2022,2022-12
2856,12/9/2022,52.5,8832,2259114,4,24,1,Northeast,OH,Ohio,22-Dec,Q4-2022,2022-12
3018,12/9/2022,45,9138,2311985,4,25,1,Northeast,CA,California,22-Dec,Q4-2022,2022-12
2258,12/9/2022,45,1115742,2058214,4,14,2,Midwest,AZ,Arizona,22-Dec,Q4-2022,2022-12
2168,12/9/2022,62.5,59824,2025394,4,47,2,Midwest,MT,Montana,22-Dec,Q4-2022,2022-12
3148,12/9/2022,47.5,9952,2358312,4,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
2748,12/9/2022,45,1951942,2228581,4,47,3,South,MT,Montana,22-Dec,Q4-2022,2022-12
2620,12/9/2022,47.5,12132,2188991,4,19,2,Midwest,CO,Colorado,22-Dec,Q4-2022,2022-12
2512,12/9/2022,52,9628,2141763,4,9,4,West,NM,New Mexico,22-Dec,Q4-2022,2022-12
3220,12/9/2022,45,22872,2383357,4,48,2,Midwest,WA,Washington,22-Dec,Q4-2022,2022-12
2238,12/9/2022,47.5,7668,2050632,4,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
2678,12/9/2022,40,23722,2193174,4,45,3,South,ND,North Dakota,22-Dec,Q4-2022,2022-12
2416,12/9/2022,47.5,7844,2109440,4,10,3,South,TX,Texas,22-Dec,Q4-2022,2022-12
3170,12/9/2022,45,22856,2366381,4,21,4,West,WV,West Virginia,22-Dec,Q4-2022,2022-12
2302,12/9/2022,47.5,7690,2059534,4,42,1,Northeast,WI,Wisconsin,22-Dec,Q4-2022,2022-12
2338,12/9/2022,37.5,1068744,2087582,4,21,2,Midwest,WV,West Virginia,22-Dec,Q4-2022,2022-12
2452,12/9/2022,50,2056,2125722,4,45,3,South,ND,North Dakota,22-Dec,Q4-2022,2022-12
3168,12/9/2022,50,10020,2365347,4,29,4,West,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2912,12/9/2022,190,1497336,2274513,4,30,3,South,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2788,12/9/2022,47.5,11222,2236354,4,36,1,Northeast,IA,Iowa,22-Dec,Q4-2022,2022-12
2582,12/9/2022,45,23258,2171939,4,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
3110,12/9/2022,47.5,2068,2347286,4,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2332,12/9/2022,37.5,9246,2076275,4,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
2600,12/9/2022,77.5,12268,2162825,4,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
2374,12/9/2022,170,1186138,2098394,4,33,2,Midwest,NY,New York,22-Dec,Q4-2022,2022-12
3022,12/9/2022,47.5,11164,2322828,4,11,2,Midwest,TN,Tennessee,22-Dec,Q4-2022,2022-12
